lat,lon
43.800933,-70.174958
43.829722,-70.276944
43.676944,-70.371667
43.660564,-70.258864
43.660168,-70.28981
43.687568,-70.2876
43.6582,-70.2671
43.734038,-70.26253
43.631847,-70.270878
43.601735,-70.230099
43.674971,-70.202201
43.774485,-70.188333
43.6613,-70.2558
43.6367,-70.2508
44.094785,-70.238978
44.0763,-70.2566
44.663703,-70.79666
44.416176,-70.803685
44.287676,-70.368293
43.928333,-70.123611
44.189059,-70.145532
44.515994,-70.209883
44.098538,-70.191619
44.025511,-70.113933
43.997759,-70.073375
44.383889,-70.249722
44.445756,-70.193614
44.085556,-70.320556
44.22083,-70.02627
43.960835,-70.297381
44.212654,-70.560135
44.11183,-70.509799
44.021162,-70.379664
44.113269,-70.074792
44.216674,-70.501179
44.255669,-70.249444
44.401944,-70.861667
44.045833,-70.025833
44.372804,-70.432314
44.59107,-70.296064
44.323228,-69.766548
44.3111,-69.7843
44.3071,-69.7836
44.25233,-69.791313
44.207029,-69.785774
44.228704,-69.774918
44.286414,-69.805738
44.189419,-69.483895
44.163437,-69.958071
44.308375,-69.884657
44.403221,-69.950634
44.104213,-69.821077
44.314031,-69.973128
44.824199,-68.791839
44.801111,-68.778333
45.279838,-69.52514
44.601546,-68.776823
43.906155,-69.826565
43.894497,-69.627322
43.854559,-69.61844
44.029313,-69.504237
44.049866,-69.533113
43.768816,-69.814982
43.769342,-69.857557
44.104601,-69.374537
44.007444,-69.682576
43.950317,-69.789098
45.171478,-67.26408
47.174384,-68.267922
43.764222,-69.316429
44.547967,-69.635917
44.46875,-69.860636
44.511103,-69.863681
44.609639,-69.63321
44.51729,-69.740082
43.663431,-72.350351
44.0006,-72.140638
43.740373,-72.30162
43.646111,-72.418889
43.62482,-72.538455
44.484023,-73.219875
44.451324,-73.179617
44.494898,-73.187413
44.477733,-73.2002
44.5489,-73.1862
44.535956,-73.202216
44.491944,-73.109444
44.503466,-73.090644
44.490556,-73.111389
44.194522,-72.493619
44.64204,-72.671154
44.427195,-72.005062
44.433241,-72.113319
41.762765,-72.726799
41.357171,-72.057947
41.382156,-72.85852
41.143433,-73.349579
40.727164,-73.949846
41.074205,-72.348082
42.724444,-73.758889
42.713116,-73.820174
42.195735,-75.790978
43.172165,-79.021547
42.86372,-76.991349
39.93779,-75.264872
39.000343,-77.102165
39.528194,-77.551322
none,none
none,none
38.8926,-77.07531
38.8582,-77.0533
none,none
37.258534,-76.49586
37.718441,-77.186016
none,none
36.806667,-77.956944
37.302692,-78.407592
37.337878,-79.279116
33.904668,-78.574406
none,none
none,none
none,none
30.07544,-82.538481
29.880457,-81.298367
none,none
29.2105,-81.023
29.823815,-83.385828
30.77061,-86.553678
29.48689,-83.261587
none,none
none,none
28.109059,-80.578718
28.39034,-80.604267
27.653623,-80.360916
none,none
none,none
26.137908,-80.125283
28.114698,-82.367751
27.9777,-82.716
none,none
none,none
none,none
none,none
26.1427,-81.7974
26.243,-81.7674
25.9392,-81.7174
27.557162,-82.396009
27.138398,-82.451779
27.4401,-82.5827
29.0043,-82.1956
27.288895,-80.297971
38.004515,-85.688767
38.15205,-85.594513
38.010166,-84.427419
38.093233,-84.500671
39.07553,-84.700745
46.856406,-96.812252
none,none
36.4475,-114.851389
36.206228,-115.124832
47.678597,-122.189442
