zip,category,country,lat,lon
18031,1,USA,40.552621,-75.655269
02702,0,USA,41.797458,-71.060736
02886,1,USA,41.702601,-71.447591
18031,1,USA,40.552621,-75.655269
02702,0,USA,41.797458,-71.060736
02889,0,USA,41.714069,-71.390146
02886,1,USA,41.702601,-71.447591
18031,1,USA,40.552621,-75.655269
02886,1,USA,41.702601,-71.447591
